"번호","인제스트 완료시각","촬영/수신일","분류","미디어ID","제목","취재기자","촬영기자","내용","영상길이","메모","등록위치","엠바고","엠바고사유","ING","TRC","CAT","영상구분","리스토어요청자","영상편집","자료정리상태","방송일","외신기사 번역문","외신채널","라이브러리","라이브러리등록요청","KDAS전송","프리뷰노트","속보","사용제한","화질","언어","외신기사ID","소제목","보존만료일","키워드","폴더","바코드ID","사용제한사유","사용제한해제일","인제스트전송(HR) 시작시각","인제스트전송(HR) 종료시각","인제스트전송(LR) 시작시각","수신일시","인제스트전송(LR) 종료시각","라이브러리등록요청자","부조 메인","부조 백업","트랜스코딩시작시각","트랜스코딩종료시각","카탈로깅시작시각","카탈로깅종료시각","부조메인 전송시작시각","부조메인 전송종료시각","부조백업 전송시작시각","부조백업 전송종료시각","KDAS전송시작시간","KDAS전송종료시간","인제스트전송(HR)","인제스트전송(LR)","사용제한설정시각","사용제한설정자","엠바고설정시각","엠바고해제시각","국가명","프로그램명","촬영장소","엠바고설정자","원본영상ID","비디오ID","타이틀이미지파일아이디","비디오FPS","디스크백업시각","외신기사 원문","KDAS등록","자료여부","사용제한사유","사용제한설정시각","사용제한설정자","STT상태",
"148","2022-02-20 21:46:06","2022-02-20","해외지국","20220220V11516","베를린_피난 우크라이나인 인터뷰_웹하드_원본영상","","","-우크라이나 피난민 인터뷰","00:07:42:18","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-06","","일요일","0","없음","2022-02-20 21:45:59","","","","2022-02-20 21:45:59","","","대기","대기","2022-02-20 21:50:22","2022-02-20 21:52:57","2022-02-20 21:53:25","2022-02-20 21:53:26","","","","","","","대기","대기","","","","","None","","","","15095961","15095962","mamex\mamex","29.97","2022-02-20 21:45:59","","아니오","아니오","","","","대기",
"149","2022-02-20 14:57:45","2022-02-20","해외지국","20220220V11130","베를린_폴란드 미엘레츠 미군 캠프 스케치_웹하드_원본영상","","","","00:07:35:21","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-06","","일요일","0","없음","2022-02-20 14:57:39","","","","2022-02-20 14:57:39","","","대기","대기","2022-02-20 15:02:00","2022-02-20 15:04:29","2022-02-20 15:05:01","2022-02-20 15:05:02","","","","","2022-07-13 13:14:26","2022-07-13 13:14:42","대기","대기","","","","","None","","","","15095018","15095019","mamex\mamex","29.97","2022-02-20 14:57:39","","예","아니오","","","","대기",
"150","2022-02-19 01:20:12","2022-02-19","해외지국","20220219V09327","베를린_주폴란드대사 인터뷰_웹하드_원본영상","","","","00:10:21:15","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-05","","토요일","0","없음","2022-02-19 01:20:05","","","","2022-02-19 01:20:05","","","대기","대기","2022-02-19 01:24:02","2022-02-19 01:27:17","2022-02-19 01:27:57","2022-02-19 01:27:58","","","","","","","대기","대기","","","","","None","","","","15091050","15091051","mamex\mamex","29.97","2022-02-19 01:20:05","","아니오","아니오","","","","대기",
"151","2022-02-18 19:38:54","2022-02-18","해외지국","20220218V08822","베를린_프셰미실 시장 인터뷰_웹하드_원본영상_김귀수","","","-프셰미실 -Woyciech Bakun 시장 인터뷰","00:09:31:25","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-04","","금요일","0","없음","2022-02-18 19:38:47","","","","2022-02-18 19:38:47","","","대기","대기","2022-02-18 19:42:31","2022-02-18 19:45:26","2022-02-18 19:46:03","2022-02-18 19:46:04","","","","","","","대기","대기","","","","","None","","","","15089934","15089936","mamex\mamex","29.97","2022-02-18 19:38:47","","아니오","아니오","","","","대기",
"152","2022-02-18 19:38:24","2022-02-18","해외지국","20220218V08818","베를린_프셰미실 군부대 등 스케치_웹하드_원본영상","","","-프셰미실 -스케치","00:01:47:12","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","고응용","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-04","","금요일","0","없음","2022-02-18 19:38:17","","","","2022-02-18 19:38:17","","","대기","대기","2022-02-18 19:39:07","2022-02-18 19:39:45","2022-02-18 19:39:58","2022-02-18 19:39:59","","","","","2022-07-13 13:14:27","2022-07-13 13:14:32","대기","대기","","","","","None","","","","15089929","15089930","mamex\mamex","29.97","2022-02-18 19:38:17","","예","아니오","","","","대기",
"153","2022-02-17 06:45:00","2022-02-17","해외지국","20220217V05190","폴란드_김귀수_주폴란드한국대사관 공사 인터뷰 및 스케치_웹하드_원본영상","","","","00:16:28:22","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-03","","목요일","0","없음","2022-02-17 06:44:55","","","","2022-02-17 06:44:55","","","대기","대기","2022-02-17 06:50:59","2022-02-17 06:56:10","2022-02-17 06:57:12","2022-02-17 06:57:13","","","","","2022-07-13 13:05:59","2022-07-13 13:06:28","대기","대기","","","","","None","","","","15081801","15081802","mamex\mamex","29.97","2022-02-17 06:44:55","","예","아니오","","","","대기",
"154","2022-02-14 00:57:38","2022-02-14","해외지국","20220214V98686","베를린_김귀수_우크라이나 김평원 인터뷰_웹하드_원본영상","","","녹취 용","00:07:35:17","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-02-28","","월요일","0","없음","2022-02-14 00:57:31","","","","2022-02-14 00:57:31","","","대기","대기","2022-02-14 01:01:41","2022-02-14 01:03:52","2022-02-14 01:04:24","2022-02-14 01:04:25","","","","","","","대기","대기","","","","","None","","","","15067495","15067496","mamex\mamex","29.97","2022-02-14 00:57:31","","아니오","아니오","","","","대기",
"155","2022-01-18 01:08:53","2022-01-18","해외지국","20220118V52187","베를린_키예프 추가 스케치_웹하드_원본영상","","","","00:04:25:01","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","양의정","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-02-01","","화요일","0","없음","2022-01-18 01:10:06","","","","2022-01-18 01:10:06","","","대기","대기","2022-01-18 01:11:09","2022-01-18 01:12:38","2022-01-18 01:13:07","2022-01-18 01:13:08","","","","","2022-07-13 13:08:11","2022-07-13 13:08:21","대기","대기","","","","","None","","","","14965163","14965164","mamex\mamex","29.97","2022-01-18 01:10:06","","예","아니오","","","","대기",
"156","2022-01-18 01:07:55","2022-01-18","해외지국","20220118V52186","베를린_키예프 시민 인터뷰 영어_웹하드_원본영상","","","","00:00:28:24","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","녹취","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-02-01","","화요일","0","없음","2022-01-18 01:09:08","","","","2022-01-18 01:09:08","","","대기","대기","2022-01-18 01:08:14","2022-01-18 01:08:25","2022-01-18 01:08:42","2022-01-18 01:08:43","","","","","","","대기","대기","","","","","None","","","","14965161","14965162","mamex\mamex","29.97","2022-01-18 01:09:08","","아니오","아니오","","","","대기",
"157","2022-01-18 01:07:02","2022-01-18","해외지국","20220118V52183","베를린_키예프 시민 인터뷰 러시아어_웹하드_원본영상","","","","00:00:52:00","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","녹취용","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-02-01","","화요일","0","없음","2022-01-18 01:08:15","","","","2022-01-18 01:08:15","","","대기","대기","2022-01-18 01:07:33","2022-01-18 01:07:53","2022-01-18 01:08:08","2022-01-18 01:08:09","","","","","","","대기","대기","","","","","None","","","","14965155","14965156","mamex\mamex","29.97","2022-01-18 01:08:15","","아니오","아니오","","","","대기",
"158","2022-01-16 02:59:11","2022-01-16","해외지국","20220116V49470","우크라이나 마리우폴 항구 스케치_웹하드_원본영상","","","","00:02:57:01","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-01-30","","일요일","0","없음","2022-01-16 03:00:22","","","","2022-01-16 03:00:22","","","대기","대기","2022-01-16 03:00:55","2022-01-16 03:01:56","2022-01-16 03:02:12","2022-01-16 03:02:13","","","","","2022-07-13 13:07:34","2022-07-13 13:07:41","대기","대기","","","","","None","","","","14959041","14959042","mamex\mamex","29.97","2022-01-16 03:00:22","","예","아니오","","","","대기",
"159","2022-01-14 18:02:05","2022-01-14","해외지국","20220114V47713","우크라이나 마리우폴 스케치_웹하드_원본영상","","","","00:06:12:05","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","양의정","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-01-28","","금요일","0","없음","2022-01-14 18:03:10","","","","2022-01-14 18:03:10","","","대기","대기","2022-01-14 18:05:03","2022-01-14 18:07:06","2022-01-14 18:07:30","2022-01-14 18:07:31","","","","","2022-07-13 13:07:35","2022-07-13 13:07:50","대기","대기","","","","","None","","","","14955314","14955315","mamex\mamex","29.97","2022-01-14 18:03:10","","예","아니오","","","","대기",
"160","2022-01-13 01:47:00","2022-01-13","해외지국","20220113V44316","베를린_우크라이나 키예프 인터뷰_웹하드_원본영상","","","인터뷰 만","00:18:59:03","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-01-27","","목요일","0","없음","2022-01-13 01:47:58","","","","2022-01-13 01:47:58","","","대기","대기","2022-01-13 01:53:35","2022-01-13 01:59:49","2022-01-13 02:00:53","2022-01-13 02:00:54","","","","","","","대기","대기","","","","","None","","","","14947666","14947667","mamex\mamex","29.97","2022-01-13 01:47:58","","아니오","아니오","","","","대기",
"161","2022-01-13 01:45:34","2022-01-13","해외지국","20220113V44314","우크라이나 키예프 스케치 _웹하드_원본영상","","","","00:10:13:14","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","이현모","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-01-27","","목요일","0","없음","2022-01-13 01:46:32","","","","2022-01-13 01:46:32","","","대기","대기","2022-01-13 01:49:23","2022-01-13 01:52:50","2022-01-13 01:53:29","2022-01-13 01:53:30","","","","","2022-08-09 09:05:01","2022-08-09 09:05:16","대기","대기","","","","","None","","","","14947662","14947663","mamex\mamex","29.97","2022-01-13 01:46:32","","예","아니오","","","","대기",
"162","2021-04-09 18:22:02","2000-05-02","램지어 사태 전문가 협업","20210409V47455","제주4.3사건 원본영상","","","","00:01:36:20","","KDAS","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","SD","알수없음","","","2021-04-23","","국제","0","없음","2021-04-09 18:14:51","","","","2021-04-09 18:14:51","","","대기","대기","2021-04-09 18:22:19","2021-04-09 18:22:44","2021-04-09 18:22:56","2021-04-09 18:22:57","","","","","","","대기","대기","","","","","None","","","","13839733","13839734","mamex\mamex","29.97","2021-04-09 18:14:51","","예","아니오","","","","대기",
"163","2021-03-09 03:22:06","2021-03-09","","20210309V86896","가짜뉴스 신속 대응 방송통신심의위원회는 개점 휴업_원본영상","","윤희진","","00:08:21:11","","NPS","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2021-03-24","","","0","없음","2021-03-09 03:17:40","","","","2021-03-09 03:17:40","","","대기","대기","2021-03-09 03:27:06","2021-03-09 03:29:42","2021-03-09 03:30:13","2021-03-09 03:30:14","","","","","","","대기","대기","","","","","None","","","","13705376","13705377","mamex\mamex","29.97","2021-03-09 03:17:40","","아니오","아니오","","","","대기",
